"","sim","param","Value","Name","n_clus","clustering","level"
"random_1-45...985","Dataset_1","1_0.8",0.0261733121672184,"random_1-45",45,"random_1",45
"sc3-50...986","Dataset_1","1_0.8",0.959263380682416,"sc3-50",40,"sc3",50
"X40-50...987","Dataset_1","1_0.8",0.872532820054756,"X40-50",32,"X40",50
"X40.1-50...988","Dataset_1","1_0.8",0.851466675390957,"X40.1-50",25,"X40.1",50
"random_1-50...989","Dataset_1","1_0.8",0.0261733121672184,"random_1-50",45,"random_1",50
"sc3-55...990","Dataset_1","1_0.8",0.959263380682416,"sc3-55",40,"sc3",55
"X40-55...991","Dataset_1","1_0.8",0.883760536574956,"X40-55",31,"X40",55
"X40.1-55...992","Dataset_1","1_0.8",0.861994514953436,"X40.1-55",24,"X40.1",55
"random_1-55...993","Dataset_1","1_0.8",0.0261733121672184,"random_1-55",45,"random_1",55
"sc3-60...994","Dataset_1","1_0.8",0.959263380682416,"sc3-60",40,"sc3",60
"X40-60...995","Dataset_1","1_0.8",0.897770410642415,"X40-60",30,"X40",60
"X40.1-60...996","Dataset_1","1_0.8",0.874300895006332,"X40.1-60",23,"X40.1",60
"random_1-60...997","Dataset_1","1_0.8",0.0261733121672184,"random_1-60",45,"random_1",60
"sc3-65...998","Dataset_1","1_0.8",0.959263380682416,"sc3-65",40,"sc3",65
"X40-65...999","Dataset_1","1_0.8",0.902598299073763,"X40-65",29,"X40",65
"X40.1-65...1000","Dataset_1","1_0.8",0.8883873004756,"X40.1-65",21,"X40.1",65
"random_1-65...1001","Dataset_1","1_0.8",0.0261733121672184,"random_1-65",45,"random_1",65
"sc3-70...1002","Dataset_1","1_0.8",0.959263380682416,"sc3-70",40,"sc3",70
"X40-70...1003","Dataset_1","1_0.8",0.912452850945338,"X40-70",28,"X40",70
"X40.1-70...1004","Dataset_1","1_0.8",0.89235896078271,"X40.1-70",20,"X40.1",70
"random_1-70...1005","Dataset_1","1_0.8",0.0261733121672184,"random_1-70",45,"random_1",70
"sc3-75...1006","Dataset_1","1_0.8",0.959263380682416,"sc3-75",40,"sc3",75
"X40-75...1007","Dataset_1","1_0.8",0.915903310263913,"X40-75",27,"X40",75
"X40.1-75...1008","Dataset_1","1_0.8",0.909550688853555,"X40.1-75",18,"X40.1",75
"random_1-75...1009","Dataset_1","1_0.8",0.0261733121672184,"random_1-75",45,"random_1",75
"sc3-80...1010","Dataset_1","1_0.8",0.959263380682416,"sc3-80",40,"sc3",80
"X40-80...1011","Dataset_1","1_0.8",0.928222116473239,"X40-80",25,"X40",80
"X40.1-80...1012","Dataset_1","1_0.8",0.909550688853555,"X40.1-80",18,"X40.1",80
"random_1-80...1013","Dataset_1","1_0.8",0.0261733121672184,"random_1-80",45,"random_1",80
"sc3-85...1014","Dataset_1","1_0.8",0.968934971688462,"sc3-85",37,"sc3",85
"X40-85...1015","Dataset_1","1_0.8",0.933600111203201,"X40-85",24,"X40",85
"X40.1-85...1016","Dataset_1","1_0.8",0.909550688853555,"X40.1-85",18,"X40.1",85
"random_1-85...1017","Dataset_1","1_0.8",0.0261733121672184,"random_1-85",45,"random_1",85
"sc3-90...1018","Dataset_1","1_0.8",0.968934971688462,"sc3-90",37,"sc3",90
"X40-90...1019","Dataset_1","1_0.8",0.945799043240766,"X40-90",20,"X40",90
"X40.1-90...1020","Dataset_1","1_0.8",0.909550688853555,"X40.1-90",18,"X40.1",90
"random_1-90...1021","Dataset_1","1_0.8",0.0261733121672184,"random_1-90",45,"random_1",90
"sc3-95...1022","Dataset_1","1_0.8",0.976327314410629,"sc3-95",33,"sc3",95
"X40-95...1023","Dataset_1","1_0.8",0.950761112521031,"X40-95",19,"X40",95
"X40.1-95...1024","Dataset_1","1_0.8",0.909550688853555,"X40.1-95",18,"X40.1",95
"random_1-95...1025","Dataset_1","1_0.8",0.0261733121672184,"random_1-95",45,"random_1",95
"sc3-100...1026","Dataset_1","1_0.8",0.98732750304366,"sc3-100",21,"sc3",100
"X40-100...1027","Dataset_1","1_0.8",0.950761112521031,"X40-100",19,"X40",100
"X40.1-100...1028","Dataset_1","1_0.8",0.909550688853555,"X40.1-100",18,"X40.1",100
"random_1-100...1029","Dataset_1","1_0.8",0.0270441236982216,"random_1-100",44,"random_1",100
"sc3-00...1030","Dataset_1","2_0.8",0.959263380682416,"sc3-00",40,"sc3",0
"X40-00...1031","Dataset_1","2_0.8",0.767658492742879,"X40-00",40,"X40",0
"X40.1-00...1032","Dataset_1","2_0.8",0.683190221437966,"X40.1-00",40,"X40.1",0
"random_1-00...1033","Dataset_1","2_0.8",0.0376828884580169,"random_1-00",35,"random_1",0
"random_2-00...1034","Dataset_1","2_0.8",0.0274384115096202,"random_2-00",45,"random_2",0
"sc3-05...1035","Dataset_1","2_0.8",0.959263380682416,"sc3-05",40,"sc3",5
"X40-05...1036","Dataset_1","2_0.8",0.786889003234594,"X40-05",39,"X40",5
"X40.1-05...1037","Dataset_1","2_0.8",0.701503815888235,"X40.1-05",39,"X40.1",5
"random_1-05...1038","Dataset_1","2_0.8",0.0376828884580169,"random_1-05",35,"random_1",5
"random_2-05...1039","Dataset_1","2_0.8",0.0274384115096202,"random_2-05",45,"random_2",5
"sc3-10...1040","Dataset_1","2_0.8",0.959263380682416,"sc3-10",40,"sc3",10
"X40-10...1041","Dataset_1","2_0.8",0.836962460610439,"X40-10",36,"X40",10
"X40.1-10...1042","Dataset_1","2_0.8",0.701503815888235,"X40.1-10",39,"X40.1",10
"random_1-10...1043","Dataset_1","2_0.8",0.0376828884580169,"random_1-10",35,"random_1",10
"random_2-10...1044","Dataset_1","2_0.8",0.0274384115096202,"random_2-10",45,"random_2",10
"sc3-15...1045","Dataset_1","2_0.8",0.959263380682416,"sc3-15",40,"sc3",15
"X40-15...1046","Dataset_1","2_0.8",0.850746371413074,"X40-15",35,"X40",15
"X40.1-15...1047","Dataset_1","2_0.8",0.716940487771988,"X40.1-15",38,"X40.1",15
"random_1-15...1048","Dataset_1","2_0.8",0.0376828884580169,"random_1-15",35,"random_1",15
"random_2-15...1049","Dataset_1","2_0.8",0.0274384115096202,"random_2-15",45,"random_2",15
"sc3-20...1050","Dataset_1","2_0.8",0.959263380682416,"sc3-20",40,"sc3",20
"X40-20...1051","Dataset_1","2_0.8",0.850746371413074,"X40-20",35,"X40",20
"X40.1-20...1052","Dataset_1","2_0.8",0.758030008511249,"X40.1-20",35,"X40.1",20
"random_1-20...1053","Dataset_1","2_0.8",0.0376828884580169,"random_1-20",35,"random_1",20
"random_2-20...1054","Dataset_1","2_0.8",0.0274384115096202,"random_2-20",45,"random_2",20
"sc3-25...1055","Dataset_1","2_0.8",0.959263380682416,"sc3-25",40,"sc3",25
"X40-25...1056","Dataset_1","2_0.8",0.850746371413074,"X40-25",35,"X40",25
"X40.1-25...1057","Dataset_1","2_0.8",0.778527812410996,"X40.1-25",33,"X40.1",25
"random_1-25...1058","Dataset_1","2_0.8",0.0376828884580169,"random_1-25",35,"random_1",25
"random_2-25...1059","Dataset_1","2_0.8",0.0274384115096202,"random_2-25",45,"random_2",25
"sc3-30...1060","Dataset_1","2_0.8",0.959263380682416,"sc3-30",40,"sc3",30
"X40-30...1061","Dataset_1","2_0.8",0.850746371413074,"X40-30",35,"X40",30
"X40.1-30...1062","Dataset_1","2_0.8",0.802506169706313,"X40.1-30",30,"X40.1",30
"random_1-30...1063","Dataset_1","2_0.8",0.0376828884580169,"random_1-30",35,"random_1",30
"random_2-30...1064","Dataset_1","2_0.8",0.0274384115096202,"random_2-30",45,"random_2",30
"sc3-35...1065","Dataset_1","2_0.8",0.959263380682416,"sc3-35",40,"sc3",35
"X40-35...1066","Dataset_1","2_0.8",0.862370615813294,"X40-35",34,"X40",35
"X40.1-35...1067","Dataset_1","2_0.8",0.826475730475949,"X40.1-35",28,"X40.1",35
"random_1-35...1068","Dataset_1","2_0.8",0.0376828884580169,"random_1-35",35,"random_1",35
"random_2-35...1069","Dataset_1","2_0.8",0.0274384115096202,"random_2-35",45,"random_2",35
"sc3-40...1070","Dataset_1","2_0.8",0.959263380682416,"sc3-40",40,"sc3",40
"X40-40...1071","Dataset_1","2_0.8",0.876870080148789,"X40-40",33,"X40",40
"X40.1-40...1072","Dataset_1","2_0.8",0.84337659963076,"X40.1-40",26,"X40.1",40
"random_1-40...1073","Dataset_1","2_0.8",0.0376828884580169,"random_1-40",35,"random_1",40
"random_2-40...1074","Dataset_1","2_0.8",0.0274384115096202,"random_2-40",45,"random_2",40
"sc3-45...1075","Dataset_1","2_0.8",0.959263380682416,"sc3-45",40,"sc3",45
"X40-45...1076","Dataset_1","2_0.8",0.876870080148789,"X40-45",33,"X40",45
"X40.1-45...1077","Dataset_1","2_0.8",0.856050628078928,"X40.1-45",25,"X40.1",45
"random_1-45...1078","Dataset_1","2_0.8",0.0376828884580169,"random_1-45",35,"random_1",45
"random_2-45...1079","Dataset_1","2_0.8",0.0298017286422209,"random_2-45",43,"random_2",45
"sc3-50...1080","Dataset_1","2_0.8",0.959263380682416,"sc3-50",40,"sc3",50
"X40-50...1081","Dataset_1","2_0.8",0.897770410642415,"X40-50",30,"X40",50
"X40.1-50...1082","Dataset_1","2_0.8",0.856050628078928,"X40.1-50",25,"X40.1",50
"random_1-50...1083","Dataset_1","2_0.8",0.0376828884580169,"random_1-50",35,"random_1",50
"random_2-50...1084","Dataset_1","2_0.8",0.0298017286422209,"random_2-50",43,"random_2",50
"sc3-55...1085","Dataset_1","2_0.8",0.959263380682416,"sc3-55",40,"sc3",55
"X40-55...1086","Dataset_1","2_0.8",0.901305774869413,"X40-55",29,"X40",55
"X40.1-55...1087","Dataset_1","2_0.8",0.874300895006332,"X40.1-55",23,"X40.1",55
"random_1-55...1088","Dataset_1","2_0.8",0.0376828884580169,"random_1-55",35,"random_1",55
"random_2-55...1089","Dataset_1","2_0.8",0.0309766191109147,"random_2-55",42,"random_2",55
"sc3-60...1090","Dataset_1","2_0.8",0.959263380682416,"sc3-60",40,"sc3",60
"X40-60...1091","Dataset_1","2_0.8",0.913925675211582,"X40-60",27,"X40",60
"X40.1-60...1092","Dataset_1","2_0.8",0.874300895006332,"X40.1-60",23,"X40.1",60
"random_1-60...1093","Dataset_1","2_0.8",0.0376828884580169,"random_1-60",35,"random_1",60
"random_2-60...1094","Dataset_1","2_0.8",0.0323240435597163,"random_2-60",41,"random_2",60
"sc3-65...1095","Dataset_1","2_0.8",0.959263380682416,"sc3-65",40,"sc3",65
"X40-65...1096","Dataset_1","2_0.8",0.919434122247804,"X40-65",26,"X40",65
"X40.1-65...1097","Dataset_1","2_0.8",0.895950301673984,"X40.1-65",20,"X40.1",65
"random_1-65...1098","Dataset_1","2_0.8",0.0376828884580169,"random_1-65",35,"random_1",65
"random_2-65...1099","Dataset_1","2_0.8",0.0323240435597163,"random_2-65",41,"random_2",65
"sc3-70...1100","Dataset_1","2_0.8",0.959263380682416,"sc3-70",40,"sc3",70
"X40-70...1101","Dataset_1","2_0.8",0.933600111203201,"X40-70",24,"X40",70
"X40.1-70...1102","Dataset_1","2_0.8",0.895950301673984,"X40.1-70",20,"X40.1",70
"random_1-70...1103","Dataset_1","2_0.8",0.0376828884580169,"random_1-70",35,"random_1",70
"random_2-70...1104","Dataset_1","2_0.8",0.033566252707763,"random_2-70",39,"random_2",70
"sc3-75...1105","Dataset_1","2_0.8",0.959263380682416,"sc3-75",40,"sc3",75
"X40-75...1106","Dataset_1","2_0.8",0.933600111203201,"X40-75",24,"X40",75
"X40.1-75...1107","Dataset_1","2_0.8",0.909550688853555,"X40.1-75",18,"X40.1",75
"random_1-75...1108","Dataset_1","2_0.8",0.0376828884580169,"random_1-75",35,"random_1",75
"random_2-75...1109","Dataset_1","2_0.8",0.0339540651045322,"random_2-75",38,"random_2",75
"sc3-80...1110","Dataset_1","2_0.8",0.959263380682416,"sc3-80",40,"sc3",80
"X40-80...1111","Dataset_1","2_0.8",0.933600111203201,"X40-80",24,"X40",80
"X40.1-80...1112","Dataset_1","2_0.8",0.909550688853555,"X40.1-80",18,"X40.1",80
"random_1-80...1113","Dataset_1","2_0.8",0.0376828884580169,"random_1-80",35,"random_1",80
"random_2-80...1114","Dataset_1","2_0.8",0.0362079597999257,"random_2-80",33,"random_2",80
"sc3-85...1115","Dataset_1","2_0.8",0.962696804962708,"sc3-85",39,"sc3",85
"X40-85...1116","Dataset_1","2_0.8",0.934756640077703,"X40-85",23,"X40",85
"X40.1-85...1117","Dataset_1","2_0.8",0.909550688853555,"X40.1-85",18,"X40.1",85
"random_1-85...1118","Dataset_1","2_0.8",0.0376828884580169,"random_1-85",35,"random_1",85
"random_2-85...1119","Dataset_1","2_0.8",0.0369231873094981,"random_2-85",29,"random_2",85
"sc3-90...1120","Dataset_1","2_0.8",0.962696804962708,"sc3-90",39,"sc3",90
"X40-90...1121","Dataset_1","2_0.8",0.950761112521031,"X40-90",19,"X40",90
"X40.1-90...1122","Dataset_1","2_0.8",0.909550688853555,"X40.1-90",18,"X40.1",90
"random_1-90...1123","Dataset_1","2_0.8",0.0376828884580169,"random_1-90",35,"random_1",90
"random_2-90...1124","Dataset_1","2_0.8",0.0368887909449992,"random_2-90",28,"random_2",90
"sc3-95...1125","Dataset_1","2_0.8",0.968934971688462,"sc3-95",37,"sc3",95
"X40-95...1126","Dataset_1","2_0.8",0.950761112521031,"X40-95",19,"X40",95
"X40.1-95...1127","Dataset_1","2_0.8",0.909550688853555,"X40.1-95",18,"X40.1",95
"random_1-95...1128","Dataset_1","2_0.8",0.0376828884580169,"random_1-95",35,"random_1",95
"random_2-95...1129","Dataset_1","2_0.8",0.0379474775694851,"random_2-95",22,"random_2",95
"sc3-100...1130","Dataset_1","2_0.8",0.98732750304366,"sc3-100",21,"sc3",100
"X40-100...1131","Dataset_1","2_0.8",0.950761112521031,"X40-100",19,"X40",100
"X40.1-100...1132","Dataset_1","2_0.8",0.909550688853555,"X40.1-100",18,"X40.1",100
"random_1-100...1133","Dataset_1","2_0.8",0.0378751913164116,"random_1-100",34,"random_1",100
"random_2-100...1134","Dataset_1","2_0.8",0.0385929090750116,"random_2-100",20,"random_2",100
"sc3-00...1135","Dataset_1","3_0.8",0.959263380682416,"sc3-00",40,"sc3",0
"X40-00...1136","Dataset_1","3_0.8",0.767658492742879,"X40-00",40,"X40",0
"X40.1-00...1137","Dataset_1","3_0.8",0.683190221437966,"X40.1-00",40,"X40.1",0
"random_1-00...1138","Dataset_1","3_0.8",0.0327825138989413,"random_1-00",35,"random_1",0
"random_2-00...1139","Dataset_1","3_0.8",0.0391611342043974,"random_2-00",35,"random_2",0
"random_3-00...1140","Dataset_1","3_0.8",0.0376247078929517,"random_3-00",45,"random_3",0
"sc3-05...1141","Dataset_1","3_0.8",0.959263380682416,"sc3-05",40,"sc3",5
"X40-05...1142","Dataset_1","3_0.8",0.786889003234594,"X40-05",39,"X40",5
"X40.1-05...1143","Dataset_1","3_0.8",0.683190221437966,"X40.1-05",40,"X40.1",5
"random_1-05...1144","Dataset_1","3_0.8",0.0349047028623219,"random_1-05",33,"random_1",5
"random_2-05...1145","Dataset_1","3_0.8",0.0391611342043974,"random_2-05",35,"random_2",5
"random_3-05...1146","Dataset_1","3_0.8",0.0376247078929517,"random_3-05",45,"random_3",5
"sc3-10...1147","Dataset_1","3_0.8",0.959263380682416,"sc3-10",40,"sc3",10
"X40-10...1148","Dataset_1","3_0.8",0.786889003234594,"X40-10",39,"X40",10
"X40.1-10...1149","Dataset_1","3_0.8",0.683190221437966,"X40.1-10",40,"X40.1",10
"random_1-10...1150","Dataset_1","3_0.8",0.037560492980797,"random_1-10",31,"random_1",10
"random_2-10...1151","Dataset_1","3_0.8",0.0391611342043974,"random_2-10",35,"random_2",10
"random_3-10...1152","Dataset_1","3_0.8",0.0376247078929517,"random_3-10",45,"random_3",10
"sc3-15...1153","Dataset_1","3_0.8",0.959263380682416,"sc3-15",40,"sc3",15
"X40-15...1154","Dataset_1","3_0.8",0.786889003234594,"X40-15",39,"X40",15
"X40.1-15...1155","Dataset_1","3_0.8",0.701503815888235,"X40.1-15",39,"X40.1",15
"random_1-15...1156","Dataset_1","3_0.8",0.0380930702023432,"random_1-15",30,"random_1",15
"random_2-15...1157","Dataset_1","3_0.8",0.0391611342043974,"random_2-15",35,"random_2",15
"random_3-15...1158","Dataset_1","3_0.8",0.0376247078929517,"random_3-15",45,"random_3",15
"sc3-20...1159","Dataset_1","3_0.8",0.959263380682416,"sc3-20",40,"sc3",20
"X40-20...1160","Dataset_1","3_0.8",0.803346213735895,"X40-20",38,"X40",20
"X40.1-20...1161","Dataset_1","3_0.8",0.701503815888235,"X40.1-20",39,"X40.1",20
"random_1-20...1162","Dataset_1","3_0.8",0.0385472467483055,"random_1-20",28,"random_1",20
"random_2-20...1163","Dataset_1","3_0.8",0.0391611342043974,"random_2-20",35,"random_2",20
"random_3-20...1164","Dataset_1","3_0.8",0.0376247078929517,"random_3-20",45,"random_3",20
"sc3-25...1165","Dataset_1","3_0.8",0.959263380682416,"sc3-25",40,"sc3",25
"X40-25...1166","Dataset_1","3_0.8",0.803346213735895,"X40-25",38,"X40",25
"X40.1-25...1167","Dataset_1","3_0.8",0.716940487771988,"X40.1-25",38,"X40.1",25
"random_1-25...1168","Dataset_1","3_0.8",0.0387699921099366,"random_1-25",27,"random_1",25
"random_2-25...1169","Dataset_1","3_0.8",0.0391611342043974,"random_2-25",35,"random_2",25
"random_3-25...1170","Dataset_1","3_0.8",0.0376247078929517,"random_3-25",45,"random_3",25
"sc3-30...1171","Dataset_1","3_0.8",0.959263380682416,"sc3-30",40,"sc3",30
"X40-30...1172","Dataset_1","3_0.8",0.836962460610439,"X40-30",36,"X40",30
"X40.1-30...1173","Dataset_1","3_0.8",0.72553656641375,"X40.1-30",37,"X40.1",30
"random_1-30...1174","Dataset_1","3_0.8",0.0387699921099366,"random_1-30",27,"random_1",30
"random_2-30...1175","Dataset_1","3_0.8",0.0391611342043974,"random_2-30",35,"random_2",30
"random_3-30...1176","Dataset_1","3_0.8",0.0376247078929517,"random_3-30",45,"random_3",30
"sc3-35...1177","Dataset_1","3_0.8",0.959263380682416,"sc3-35",40,"sc3",35
"X40-35...1178","Dataset_1","3_0.8",0.836962460610439,"X40-35",36,"X40",35
"X40.1-35...1179","Dataset_1","3_0.8",0.763752806161075,"X40.1-35",34,"X40.1",35
"random_1-35...1180","Dataset_1","3_0.8",0.0387699921099366,"random_1-35",27,"random_1",35
"random_2-35...1181","Dataset_1","3_0.8",0.0391611342043974,"random_2-35",35,"random_2",35
"random_3-35...1182","Dataset_1","3_0.8",0.0376247078929517,"random_3-35",45,"random_3",35
"sc3-40...1183","Dataset_1","3_0.8",0.959263380682416,"sc3-40",40,"sc3",40
"X40-40...1184","Dataset_1","3_0.8",0.850746371413074,"X40-40",35,"X40",40
"X40.1-40...1185","Dataset_1","3_0.8",0.778527812410996,"X40.1-40",33,"X40.1",40
"random_1-40...1186","Dataset_1","3_0.8",0.0391906373519054,"random_1-40",26,"random_1",40
"random_2-40...1187","Dataset_1","3_0.8",0.0391611342043974,"random_2-40",35,"random_2",40
"random_3-40...1188","Dataset_1","3_0.8",0.0376247078929517,"random_3-40",45,"random_3",40
"sc3-45...1189","Dataset_1","3_0.8",0.959263380682416,"sc3-45",40,"sc3",45
"X40-45...1190","Dataset_1","3_0.8",0.850746371413074,"X40-45",35,"X40",45
"X40.1-45...1191","Dataset_1","3_0.8",0.798148021630942,"X40.1-45",31,"X40.1",45
"random_1-45...1192","Dataset_1","3_0.8",0.0394174278840374,"random_1-45",25,"random_1",45
"random_2-45...1193","Dataset_1","3_0.8",0.0391611342043974,"random_2-45",35,"random_2",45
"random_3-45...1194","Dataset_1","3_0.8",0.0376247078929517,"random_3-45",45,"random_3",45
"sc3-50...1195","Dataset_1","3_0.8",0.959263380682416,"sc3-50",40,"sc3",50
"X40-50...1196","Dataset_1","3_0.8",0.862370615813294,"X40-50",34,"X40",50
"X40.1-50...1197","Dataset_1","3_0.8",0.798148021630942,"X40.1-50",31,"X40.1",50
"random_1-50...1198","Dataset_1","3_0.8",0.0400752427243715,"random_1-50",23,"random_1",50
"random_2-50...1199","Dataset_1","3_0.8",0.0391611342043974,"random_2-50",35,"random_2",50
"random_3-50...1200","Dataset_1","3_0.8",0.0376247078929517,"random_3-50",45,"random_3",50
"sc3-55...1201","Dataset_1","3_0.8",0.959263380682416,"sc3-55",40,"sc3",55
"X40-55...1202","Dataset_1","3_0.8",0.881805405416703,"X40-55",32,"X40",55
"X40.1-55...1203","Dataset_1","3_0.8",0.798148021630942,"X40.1-55",31,"X40.1",55
"random_1-55...1204","Dataset_1","3_0.8",0.0401015787223399,"random_1-55",22,"random_1",55
"random_2-55...1205","Dataset_1","3_0.8",0.0391611342043974,"random_2-55",35,"random_2",55
"random_3-55...1206","Dataset_1","3_0.8",0.0376247078929517,"random_3-55",45,"random_3",55
"sc3-60...1207","Dataset_1","3_0.8",0.959263380682416,"sc3-60",40,"sc3",60
"X40-60...1208","Dataset_1","3_0.8",0.897770410642415,"X40-60",30,"X40",60
"X40.1-60...1209","Dataset_1","3_0.8",0.810944617200573,"X40.1-60",29,"X40.1",60
"random_1-60...1210","Dataset_1","3_0.8",0.0401015787223399,"random_1-60",22,"random_1",60
"random_2-60...1211","Dataset_1","3_0.8",0.0391611342043974,"random_2-60",35,"random_2",60
"random_3-60...1212","Dataset_1","3_0.8",0.0376247078929517,"random_3-60",45,"random_3",60
"sc3-65...1213","Dataset_1","3_0.8",0.959263380682416,"sc3-65",40,"sc3",65
"X40-65...1214","Dataset_1","3_0.8",0.897770410642415,"X40-65",30,"X40",65
"X40.1-65...1215","Dataset_1","3_0.8",0.837566708280972,"X40.1-65",26,"X40.1",65
"random_1-65...1216","Dataset_1","3_0.8",0.0401015787223399,"random_1-65",22,"random_1",65
"random_2-65...1217","Dataset_1","3_0.8",0.0391611342043974,"random_2-65",35,"random_2",65
"random_3-65...1218","Dataset_1","3_0.8",0.0376247078929517,"random_3-65",45,"random_3",65
"sc3-70...1219","Dataset_1","3_0.8",0.959263380682416,"sc3-70",40,"sc3",70
"X40-70...1220","Dataset_1","3_0.8",0.897770410642415,"X40-70",30,"X40",70
"X40.1-70...1221","Dataset_1","3_0.8",0.852273898730025,"X40.1-70",25,"X40.1",70
"random_1-70...1222","Dataset_1","3_0.8",0.0408456813399783,"random_1-70",20,"random_1",70
"random_2-70...1223","Dataset_1","3_0.8",0.0391611342043974,"random_2-70",35,"random_2",70
"random_3-70...1224","Dataset_1","3_0.8",0.0376247078929517,"random_3-70",45,"random_3",70
"sc3-75...1225","Dataset_1","3_0.8",0.959263380682416,"sc3-75",40,"sc3",75
"X40-75...1226","Dataset_1","3_0.8",0.897770410642415,"X40-75",30,"X40",75
"X40.1-75...1227","Dataset_1","3_0.8",0.875212165740274,"X40.1-75",22,"X40.1",75
"random_1-75...1228","Dataset_1","3_0.8",0.0408456813399783,"random_1-75",20,"random_1",75
"random_2-75...1229","Dataset_1","3_0.8",0.0391611342043974,"random_2-75",35,"random_2",75
"random_3-75...1230","Dataset_1","3_0.8",0.0376247078929517,"random_3-75",45,"random_3",75
"sc3-80...1231","Dataset_1","3_0.8",0.959263380682416,"sc3-80",40,"sc3",80
