"","sim","param","Value","Name","n_clus","clustering","level"
"X40.1-50...2520","Dataset_2","3_0.6",0.939638716297467,"X40.1-50",30,"X40.1",50
"random_1-50...2521","Dataset_2","3_0.6",0.150783269670399,"random_1-50",45,"random_1",50
"random_2-50...2522","Dataset_2","3_0.6",0.156485190928397,"random_2-50",35,"random_2",50
"random_3-50...2523","Dataset_2","3_0.6",0.139836257426495,"random_3-50",27,"random_3",50
"sc3-55...2524","Dataset_2","3_0.6",0.953560937828442,"sc3-55",40,"sc3",55
"X40-55...2525","Dataset_2","3_0.6",0.929933716323484,"X40-55",30,"X40",55
"X40.1-55...2526","Dataset_2","3_0.6",0.939638716297467,"X40.1-55",30,"X40.1",55
"random_1-55...2527","Dataset_2","3_0.6",0.150783269670399,"random_1-55",45,"random_1",55
"random_2-55...2528","Dataset_2","3_0.6",0.156485190928397,"random_2-55",35,"random_2",55
"random_3-55...2529","Dataset_2","3_0.6",0.143807008632081,"random_3-55",25,"random_3",55
"sc3-60...2530","Dataset_2","3_0.6",0.953560937828442,"sc3-60",40,"sc3",60
"X40-60...2531","Dataset_2","3_0.6",0.942615349720342,"X40-60",29,"X40",60
"X40.1-60...2532","Dataset_2","3_0.6",0.939638716297467,"X40.1-60",30,"X40.1",60
"random_1-60...2533","Dataset_2","3_0.6",0.150783269670399,"random_1-60",45,"random_1",60
"random_2-60...2534","Dataset_2","3_0.6",0.156485190928397,"random_2-60",35,"random_2",60
"random_3-60...2535","Dataset_2","3_0.6",0.148438311278442,"random_3-60",22,"random_3",60
"sc3-65...2536","Dataset_2","3_0.6",0.953560937828442,"sc3-65",40,"sc3",65
"X40-65...2537","Dataset_2","3_0.6",0.947579275601409,"X40-65",28,"X40",65
"X40.1-65...2538","Dataset_2","3_0.6",0.952809749682362,"X40.1-65",28,"X40.1",65
"random_1-65...2539","Dataset_2","3_0.6",0.150783269670399,"random_1-65",45,"random_1",65
"random_2-65...2540","Dataset_2","3_0.6",0.156485190928397,"random_2-65",35,"random_2",65
"random_3-65...2541","Dataset_2","3_0.6",0.148438311278442,"random_3-65",22,"random_3",65
"sc3-70...2542","Dataset_2","3_0.6",0.953560937828442,"sc3-70",40,"sc3",70
"X40-70...2543","Dataset_2","3_0.6",0.968144527849035,"X40-70",25,"X40",70
"X40.1-70...2544","Dataset_2","3_0.6",0.962057603490425,"X40.1-70",27,"X40.1",70
"random_1-70...2545","Dataset_2","3_0.6",0.150783269670399,"random_1-70",45,"random_1",70
"random_2-70...2546","Dataset_2","3_0.6",0.156485190928397,"random_2-70",35,"random_2",70
"random_3-70...2547","Dataset_2","3_0.6",0.148438311278442,"random_3-70",22,"random_3",70
"sc3-75...2548","Dataset_2","3_0.6",0.953560937828442,"sc3-75",40,"sc3",75
"X40-75...2549","Dataset_2","3_0.6",0.9784815290379,"X40-75",23,"X40",75
"X40.1-75...2550","Dataset_2","3_0.6",0.962057603490425,"X40.1-75",27,"X40.1",75
"random_1-75...2551","Dataset_2","3_0.6",0.150783269670399,"random_1-75",45,"random_1",75
"random_2-75...2552","Dataset_2","3_0.6",0.156485190928397,"random_2-75",35,"random_2",75
"random_3-75...2553","Dataset_2","3_0.6",0.149333589666426,"random_3-75",21,"random_3",75
"sc3-80...2554","Dataset_2","3_0.6",0.953560937828442,"sc3-80",40,"sc3",80
"X40-80...2555","Dataset_2","3_0.6",0.995031909002337,"X40-80",21,"X40",80
"X40.1-80...2556","Dataset_2","3_0.6",0.973160042314006,"X40.1-80",25,"X40.1",80
"random_1-80...2557","Dataset_2","3_0.6",0.150783269670399,"random_1-80",45,"random_1",80
"random_2-80...2558","Dataset_2","3_0.6",0.156485190928397,"random_2-80",35,"random_2",80
"random_3-80...2559","Dataset_2","3_0.6",0.149333589666426,"random_3-80",21,"random_3",80
"sc3-85...2560","Dataset_2","3_0.6",0.953560937828442,"sc3-85",40,"sc3",85
"X40-85...2561","Dataset_2","3_0.6",1,"X40-85",20,"X40",85
"X40.1-85...2562","Dataset_2","3_0.6",0.980679608898451,"X40.1-85",24,"X40.1",85
"random_1-85...2563","Dataset_2","3_0.6",0.150783269670399,"random_1-85",45,"random_1",85
"random_2-85...2564","Dataset_2","3_0.6",0.156485190928397,"random_2-85",35,"random_2",85
"random_3-85...2565","Dataset_2","3_0.6",0.151642632164618,"random_3-85",19,"random_3",85
"sc3-90...2566","Dataset_2","3_0.6",0.953560937828442,"sc3-90",40,"sc3",90
"X40-90...2567","Dataset_2","3_0.6",1,"X40-90",20,"X40",90
"X40.1-90...2568","Dataset_2","3_0.6",1,"X40.1-90",20,"X40.1",90
"random_1-90...2569","Dataset_2","3_0.6",0.150783269670399,"random_1-90",45,"random_1",90
"random_2-90...2570","Dataset_2","3_0.6",0.156485190928397,"random_2-90",35,"random_2",90
"random_3-90...2571","Dataset_2","3_0.6",0.151642632164618,"random_3-90",19,"random_3",90
"sc3-95...2572","Dataset_2","3_0.6",0.962248274195608,"sc3-95",37,"sc3",95
"X40-95...2573","Dataset_2","3_0.6",1,"X40-95",20,"X40",95
"X40.1-95...2574","Dataset_2","3_0.6",1,"X40.1-95",20,"X40.1",95
"random_1-95...2575","Dataset_2","3_0.6",0.152498697654254,"random_1-95",39,"random_1",95
"random_2-95...2576","Dataset_2","3_0.6",0.156485190928397,"random_2-95",35,"random_2",95
"random_3-95...2577","Dataset_2","3_0.6",0.151642632164618,"random_3-95",19,"random_3",95
"sc3-100...2578","Dataset_2","3_0.6",0.987191110416663,"sc3-100",22,"sc3",100
"X40-100...2579","Dataset_2","3_0.6",1,"X40-100",20,"X40",100
"X40.1-100...2580","Dataset_2","3_0.6",1,"X40.1-100",20,"X40.1",100
"random_1-100...2581","Dataset_2","3_0.6",0.156858654933663,"random_1-100",30,"random_1",100
"random_2-100...2582","Dataset_2","3_0.6",0.157918515759305,"random_2-100",31,"random_2",100
"random_3-100...2583","Dataset_2","3_0.6",0.151642632164618,"random_3-100",19,"random_3",100
"sc3-00...2584","Dataset_2","1_0.8",0.953560937828442,"sc3-00",40,"sc3",0
"X40-00...2585","Dataset_2","1_0.8",0.767101138122829,"X40-00",40,"X40",0
"X40.1-00...2586","Dataset_2","1_0.8",0.771602217991967,"X40.1-00",40,"X40.1",0
"random_1-00...2587","Dataset_2","1_0.8",0.0380407479260943,"random_1-00",35,"random_1",0
"sc3-05...2588","Dataset_2","1_0.8",0.953560937828442,"sc3-05",40,"sc3",5
"X40-05...2589","Dataset_2","1_0.8",0.789770699681692,"X40-05",39,"X40",5
"X40.1-05...2590","Dataset_2","1_0.8",0.794347076364039,"X40.1-05",39,"X40.1",5
"random_1-05...2591","Dataset_2","1_0.8",0.0380407479260943,"random_1-05",35,"random_1",5
"sc3-10...2592","Dataset_2","1_0.8",0.953560937828442,"sc3-10",40,"sc3",10
"X40-10...2593","Dataset_2","1_0.8",0.808703488328236,"X40-10",38,"X40",10
"X40.1-10...2594","Dataset_2","1_0.8",0.815196985438212,"X40.1-10",38,"X40.1",10
"random_1-10...2595","Dataset_2","1_0.8",0.0380407479260943,"random_1-10",35,"random_1",10
"sc3-15...2596","Dataset_2","1_0.8",0.953560937828442,"sc3-15",40,"sc3",15
"X40-15...2597","Dataset_2","1_0.8",0.808703488328236,"X40-15",38,"X40",15
"X40.1-15...2598","Dataset_2","1_0.8",0.849165033592864,"X40.1-15",36,"X40.1",15
"random_1-15...2599","Dataset_2","1_0.8",0.0380407479260943,"random_1-15",35,"random_1",15
"sc3-20...2600","Dataset_2","1_0.8",0.953560937828442,"sc3-20",40,"sc3",20
"X40-20...2601","Dataset_2","1_0.8",0.824882205698448,"X40-20",37,"X40",20
"X40.1-20...2602","Dataset_2","1_0.8",0.864595294373083,"X40.1-20",35,"X40.1",20
"random_1-20...2603","Dataset_2","1_0.8",0.0380407479260943,"random_1-20",35,"random_1",20
"sc3-25...2604","Dataset_2","1_0.8",0.953560937828442,"sc3-25",40,"sc3",25
"X40-25...2605","Dataset_2","1_0.8",0.84562527117695,"X40-25",36,"X40",25
"X40.1-25...2606","Dataset_2","1_0.8",0.884248524250381,"X40.1-25",34,"X40.1",25
"random_1-25...2607","Dataset_2","1_0.8",0.0380407479260943,"random_1-25",35,"random_1",25
"sc3-30...2608","Dataset_2","1_0.8",0.953560937828442,"sc3-30",40,"sc3",30
"X40-30...2609","Dataset_2","1_0.8",0.84562527117695,"X40-30",36,"X40",30
"X40.1-30...2610","Dataset_2","1_0.8",0.89840656557308,"X40.1-30",33,"X40.1",30
"random_1-30...2611","Dataset_2","1_0.8",0.0380407479260943,"random_1-30",35,"random_1",30
"sc3-35...2612","Dataset_2","1_0.8",0.953560937828442,"sc3-35",40,"sc3",35
"X40-35...2613","Dataset_2","1_0.8",0.861954253932522,"X40-35",35,"X40",35
"X40.1-35...2614","Dataset_2","1_0.8",0.913034504046278,"X40.1-35",32,"X40.1",35
"random_1-35...2615","Dataset_2","1_0.8",0.0380407479260943,"random_1-35",35,"random_1",35
"sc3-40...2616","Dataset_2","1_0.8",0.953560937828442,"sc3-40",40,"sc3",40
"X40-40...2617","Dataset_2","1_0.8",0.876128932796048,"X40-40",34,"X40",40
"X40.1-40...2618","Dataset_2","1_0.8",0.926878519021682,"X40.1-40",31,"X40.1",40
"random_1-40...2619","Dataset_2","1_0.8",0.0380407479260943,"random_1-40",35,"random_1",40
"sc3-45...2620","Dataset_2","1_0.8",0.953560937828442,"sc3-45",40,"sc3",45
"X40-45...2621","Dataset_2","1_0.8",0.907185376400352,"X40-45",32,"X40",45
"X40.1-45...2622","Dataset_2","1_0.8",0.926878519021682,"X40.1-45",31,"X40.1",45
"random_1-45...2623","Dataset_2","1_0.8",0.0380407479260943,"random_1-45",35,"random_1",45
"sc3-50...2624","Dataset_2","1_0.8",0.953560937828442,"sc3-50",40,"sc3",50
"X40-50...2625","Dataset_2","1_0.8",0.927923086081001,"X40-50",30,"X40",50
"X40.1-50...2626","Dataset_2","1_0.8",0.939638716297467,"X40.1-50",30,"X40.1",50
"random_1-50...2627","Dataset_2","1_0.8",0.0380407479260943,"random_1-50",35,"random_1",50
"sc3-55...2628","Dataset_2","1_0.8",0.953560937828442,"sc3-55",40,"sc3",55
"X40-55...2629","Dataset_2","1_0.8",0.947459047113802,"X40-55",28,"X40",55
"X40.1-55...2630","Dataset_2","1_0.8",0.939638716297467,"X40.1-55",30,"X40.1",55
"random_1-55...2631","Dataset_2","1_0.8",0.0380407479260943,"random_1-55",35,"random_1",55
"sc3-60...2632","Dataset_2","1_0.8",0.953560937828442,"sc3-60",40,"sc3",60
"X40-60...2633","Dataset_2","1_0.8",0.965366289491073,"X40-60",25,"X40",60
"X40.1-60...2634","Dataset_2","1_0.8",0.939638716297467,"X40.1-60",30,"X40.1",60
"random_1-60...2635","Dataset_2","1_0.8",0.0380407479260943,"random_1-60",35,"random_1",60
"sc3-65...2636","Dataset_2","1_0.8",0.953560937828442,"sc3-65",40,"sc3",65
"X40-65...2637","Dataset_2","1_0.8",0.974582684836006,"X40-65",24,"X40",65
"X40.1-65...2638","Dataset_2","1_0.8",0.94383028518422,"X40.1-65",29,"X40.1",65
"random_1-65...2639","Dataset_2","1_0.8",0.0380407479260943,"random_1-65",35,"random_1",65
"sc3-70...2640","Dataset_2","1_0.8",0.953560937828442,"sc3-70",40,"sc3",70
"X40-70...2641","Dataset_2","1_0.8",0.974582684836006,"X40-70",24,"X40",70
"X40.1-70...2642","Dataset_2","1_0.8",0.962057603490425,"X40.1-70",27,"X40.1",70
"random_1-70...2643","Dataset_2","1_0.8",0.0380407479260943,"random_1-70",35,"random_1",70
"sc3-75...2644","Dataset_2","1_0.8",0.953560937828442,"sc3-75",40,"sc3",75
"X40-75...2645","Dataset_2","1_0.8",0.995031909002337,"X40-75",21,"X40",75
"X40.1-75...2646","Dataset_2","1_0.8",0.962057603490425,"X40.1-75",27,"X40.1",75
"random_1-75...2647","Dataset_2","1_0.8",0.0380407479260943,"random_1-75",35,"random_1",75
"sc3-80...2648","Dataset_2","1_0.8",0.953560937828442,"sc3-80",40,"sc3",80
"X40-80...2649","Dataset_2","1_0.8",1,"X40-80",20,"X40",80
"X40.1-80...2650","Dataset_2","1_0.8",0.973160042314006,"X40.1-80",25,"X40.1",80
"random_1-80...2651","Dataset_2","1_0.8",0.0380407479260943,"random_1-80",35,"random_1",80
"sc3-85...2652","Dataset_2","1_0.8",0.953560937828442,"sc3-85",40,"sc3",85
"X40-85...2653","Dataset_2","1_0.8",1,"X40-85",20,"X40",85
"X40.1-85...2654","Dataset_2","1_0.8",0.987647968428872,"X40.1-85",22,"X40.1",85
"random_1-85...2655","Dataset_2","1_0.8",0.0380407479260943,"random_1-85",35,"random_1",85
"sc3-90...2656","Dataset_2","1_0.8",0.957257258636296,"sc3-90",39,"sc3",90
"X40-90...2657","Dataset_2","1_0.8",1,"X40-90",20,"X40",90
"X40.1-90...2658","Dataset_2","1_0.8",1,"X40.1-90",20,"X40.1",90
"random_1-90...2659","Dataset_2","1_0.8",0.0380407479260943,"random_1-90",35,"random_1",90
"sc3-95...2660","Dataset_2","1_0.8",0.973053032643387,"sc3-95",34,"sc3",95
"X40-95...2661","Dataset_2","1_0.8",1,"X40-95",20,"X40",95
"X40.1-95...2662","Dataset_2","1_0.8",1,"X40.1-95",20,"X40.1",95
"random_1-95...2663","Dataset_2","1_0.8",0.0380407479260943,"random_1-95",35,"random_1",95
"sc3-100...2664","Dataset_2","1_0.8",0.98800632451168,"sc3-100",21,"sc3",100
"X40-100...2665","Dataset_2","1_0.8",1,"X40-100",20,"X40",100
"X40.1-100...2666","Dataset_2","1_0.8",1,"X40.1-100",20,"X40.1",100
"random_1-100...2667","Dataset_2","1_0.8",0.0380407479260943,"random_1-100",35,"random_1",100
"sc3-00...2668","Dataset_2","2_0.8",0.953560937828442,"sc3-00",40,"sc3",0
"X40-00...2669","Dataset_2","2_0.8",0.767101138122829,"X40-00",40,"X40",0
"X40.1-00...2670","Dataset_2","2_0.8",0.771602217991967,"X40.1-00",40,"X40.1",0
"random_1-00...2671","Dataset_2","2_0.8",0.0324402825489142,"random_1-00",35,"random_1",0
"random_2-00...2672","Dataset_2","2_0.8",0.03864014942178,"random_2-00",45,"random_2",0
"sc3-05...2673","Dataset_2","2_0.8",0.953560937828442,"sc3-05",40,"sc3",5
"X40-05...2674","Dataset_2","2_0.8",0.789770699681692,"X40-05",39,"X40",5
"X40.1-05...2675","Dataset_2","2_0.8",0.794347076364039,"X40.1-05",39,"X40.1",5
"random_1-05...2676","Dataset_2","2_0.8",0.0324402825489142,"random_1-05",35,"random_1",5
"random_2-05...2677","Dataset_2","2_0.8",0.03864014942178,"random_2-05",45,"random_2",5
"sc3-10...2678","Dataset_2","2_0.8",0.953560937828442,"sc3-10",40,"sc3",10
"X40-10...2679","Dataset_2","2_0.8",0.80756285678496,"X40-10",38,"X40",10
"X40.1-10...2680","Dataset_2","2_0.8",0.829442918715254,"X40.1-10",37,"X40.1",10
"random_1-10...2681","Dataset_2","2_0.8",0.0324402825489142,"random_1-10",35,"random_1",10
"random_2-10...2682","Dataset_2","2_0.8",0.03864014942178,"random_2-10",45,"random_2",10
"sc3-15...2683","Dataset_2","2_0.8",0.953560937828442,"sc3-15",40,"sc3",15
"X40-15...2684","Dataset_2","2_0.8",0.82886370585694,"X40-15",37,"X40",15
"X40.1-15...2685","Dataset_2","2_0.8",0.85021106542738,"X40.1-15",36,"X40.1",15
"random_1-15...2686","Dataset_2","2_0.8",0.0324402825489142,"random_1-15",35,"random_1",15
"random_2-15...2687","Dataset_2","2_0.8",0.03864014942178,"random_2-15",45,"random_2",15
"sc3-20...2688","Dataset_2","2_0.8",0.953560937828442,"sc3-20",40,"sc3",20
"X40-20...2689","Dataset_2","2_0.8",0.82886370585694,"X40-20",37,"X40",20
"X40.1-20...2690","Dataset_2","2_0.8",0.88467525777537,"X40.1-20",34,"X40.1",20
"random_1-20...2691","Dataset_2","2_0.8",0.0324402825489142,"random_1-20",35,"random_1",20
"random_2-20...2692","Dataset_2","2_0.8",0.03864014942178,"random_2-20",45,"random_2",20
"sc3-25...2693","Dataset_2","2_0.8",0.953560937828442,"sc3-25",40,"sc3",25
"X40-25...2694","Dataset_2","2_0.8",0.844548424099278,"X40-25",36,"X40",25
"X40.1-25...2695","Dataset_2","2_0.8",0.898823508035882,"X40.1-25",33,"X40.1",25
"random_1-25...2696","Dataset_2","2_0.8",0.0324402825489142,"random_1-25",35,"random_1",25
"random_2-25...2697","Dataset_2","2_0.8",0.03864014942178,"random_2-25",45,"random_2",25
"sc3-30...2698","Dataset_2","2_0.8",0.953560937828442,"sc3-30",40,"sc3",30
"X40-30...2699","Dataset_2","2_0.8",0.861954253932522,"X40-30",35,"X40",30
"X40.1-30...2700","Dataset_2","2_0.8",0.913034504046278,"X40.1-30",32,"X40.1",30
"random_1-30...2701","Dataset_2","2_0.8",0.0324402825489142,"random_1-30",35,"random_1",30
"random_2-30...2702","Dataset_2","2_0.8",0.03864014942178,"random_2-30",45,"random_2",30
"sc3-35...2703","Dataset_2","2_0.8",0.953560937828442,"sc3-35",40,"sc3",35
"X40-35...2704","Dataset_2","2_0.8",0.892905956560037,"X40-35",33,"X40",35
"X40.1-35...2705","Dataset_2","2_0.8",0.913034504046278,"X40.1-35",32,"X40.1",35
"random_1-35...2706","Dataset_2","2_0.8",0.0324402825489142,"random_1-35",35,"random_1",35
"random_2-35...2707","Dataset_2","2_0.8",0.03864014942178,"random_2-35",45,"random_2",35
"sc3-40...2708","Dataset_2","2_0.8",0.953560937828442,"sc3-40",40,"sc3",40
"X40-40...2709","Dataset_2","2_0.8",0.907185376400352,"X40-40",32,"X40",40
"X40.1-40...2710","Dataset_2","2_0.8",0.926878519021682,"X40.1-40",31,"X40.1",40
"random_1-40...2711","Dataset_2","2_0.8",0.0324402825489142,"random_1-40",35,"random_1",40
"random_2-40...2712","Dataset_2","2_0.8",0.03864014942178,"random_2-40",45,"random_2",40
"sc3-45...2713","Dataset_2","2_0.8",0.953560937828442,"sc3-45",40,"sc3",45
"X40-45...2714","Dataset_2","2_0.8",0.927923086081001,"X40-45",30,"X40",45
"X40.1-45...2715","Dataset_2","2_0.8",0.939638716297467,"X40.1-45",30,"X40.1",45
"random_1-45...2716","Dataset_2","2_0.8",0.0324402825489142,"random_1-45",35,"random_1",45
"random_2-45...2717","Dataset_2","2_0.8",0.03864014942178,"random_2-45",45,"random_2",45
"sc3-50...2718","Dataset_2","2_0.8",0.953560937828442,"sc3-50",40,"sc3",50
"X40-50...2719","Dataset_2","2_0.8",0.946810876691941,"X40-50",28,"X40",50
"X40.1-50...2720","Dataset_2","2_0.8",0.939638716297467,"X40.1-50",30,"X40.1",50
"random_1-50...2721","Dataset_2","2_0.8",0.0324402825489142,"random_1-50",35,"random_1",50
"random_2-50...2722","Dataset_2","2_0.8",0.03864014942178,"random_2-50",45,"random_2",50
"sc3-55...2723","Dataset_2","2_0.8",0.953560937828442,"sc3-55",40,"sc3",55
"X40-55...2724","Dataset_2","2_0.8",0.964220243277179,"X40-55",26,"X40",55
"X40.1-55...2725","Dataset_2","2_0.8",0.944582951572985,"X40.1-55",29,"X40.1",55
"random_1-55...2726","Dataset_2","2_0.8",0.0324402825489142,"random_1-55",35,"random_1",55
"random_2-55...2727","Dataset_2","2_0.8",0.03864014942178,"random_2-55",45,"random_2",55
"sc3-60...2728","Dataset_2","2_0.8",0.953560937828442,"sc3-60",40,"sc3",60
"X40-60...2729","Dataset_2","2_0.8",0.964220243277179,"X40-60",26,"X40",60
"X40.1-60...2730","Dataset_2","2_0.8",0.96635400993504,"X40.1-60",26,"X40.1",60
"random_1-60...2731","Dataset_2","2_0.8",0.0324402825489142,"random_1-60",35,"random_1",60
"random_2-60...2732","Dataset_2","2_0.8",0.03864014942178,"random_2-60",45,"random_2",60
"sc3-65...2733","Dataset_2","2_0.8",0.953560937828442,"sc3-65",40,"sc3",65
"X40-65...2734","Dataset_2","2_0.8",0.964220243277179,"X40-65",26,"X40",65
"X40.1-65...2735","Dataset_2","2_0.8",0.980679608898451,"X40.1-65",24,"X40.1",65
"random_1-65...2736","Dataset_2","2_0.8",0.0333239488136871,"random_1-65",34,"random_1",65
"random_2-65...2737","Dataset_2","2_0.8",0.03864014942178,"random_2-65",45,"random_2",65
"sc3-70...2738","Dataset_2","2_0.8",0.953560937828442,"sc3-70",40,"sc3",70
"X40-70...2739","Dataset_2","2_0.8",0.984319223776569,"X40-70",23,"X40",70
"X40.1-70...2740","Dataset_2","2_0.8",0.980679608898451,"X40.1-70",24,"X40.1",70
"random_1-70...2741","Dataset_2","2_0.8",0.0338743110760808,"random_1-70",33,"random_1",70
"random_2-70...2742","Dataset_2","2_0.8",0.03864014942178,"random_2-70",45,"random_2",70
"sc3-75...2743","Dataset_2","2_0.8",0.953560937828442,"sc3-75",40,"sc3",75
"X40-75...2744","Dataset_2","2_0.8",1,"X40-75",20,"X40",75
"X40.1-75...2745","Dataset_2","2_0.8",0.980679608898451,"X40.1-75",24,"X40.1",75
"random_1-75...2746","Dataset_2","2_0.8",0.0338743110760808,"random_1-75",33,"random_1",75
"random_2-75...2747","Dataset_2","2_0.8",0.03864014942178,"random_2-75",45,"random_2",75
"sc3-80...2748","Dataset_2","2_0.8",0.953560937828442,"sc3-80",40,"sc3",80
"X40-80...2749","Dataset_2","2_0.8",1,"X40-80",20,"X40",80
"X40.1-80...2750","Dataset_2","2_0.8",0.993675505805264,"X40.1-80",21,"X40.1",80
"random_1-80...2751","Dataset_2","2_0.8",0.0341454302032986,"random_1-80",32,"random_1",80
"random_2-80...2752","Dataset_2","2_0.8",0.036867269107297,"random_2-80",44,"random_2",80
"sc3-85...2753","Dataset_2","2_0.8",0.953560937828442,"sc3-85",40,"sc3",85
"X40-85...2754","Dataset_2","2_0.8",1,"X40-85",20,"X40",85
"X40.1-85...2755","Dataset_2","2_0.8",1,"X40.1-85",20,"X40.1",85
"random_1-85...2756","Dataset_2","2_0.8",0.0355605743864215,"random_1-85",29,"random_1",85
"random_2-85...2757","Dataset_2","2_0.8",0.036867269107297,"random_2-85",44,"random_2",85
"sc3-90...2758","Dataset_2","2_0.8",0.963587006290284,"sc3-90",37,"sc3",90
"X40-90...2759","Dataset_2","2_0.8",1,"X40-90",20,"X40",90
"X40.1-90...2760","Dataset_2","2_0.8",1,"X40.1-90",20,"X40.1",90
"random_1-90...2761","Dataset_2","2_0.8",0.0375260275385111,"random_1-90",26,"random_1",90
"random_2-90...2762","Dataset_2","2_0.8",0.036867269107297,"random_2-90",44,"random_2",90
"sc3-95...2763","Dataset_2","2_0.8",0.969754607912676,"sc3-95",35,"sc3",95
"X40-95...2764","Dataset_2","2_0.8",1,"X40-95",20,"X40",95
"X40.1-95...2765","Dataset_2","2_0.8",1,"X40.1-95",20,"X40.1",95
"random_1-95...2766","Dataset_2","2_0.8",0.0398183462913376,"random_1-95",20,"random_1",95
"random_2-95...2767","Dataset_2","2_0.8",0.036867269107297,"random_2-95",44,"random_2",95
"sc3-100...2768","Dataset_2","2_0.8",0.98800632451168,"sc3-100",21,"sc3",100
"X40-100...2769","Dataset_2","2_0.8",1,"X40-100",20,"X40",100
"X40.1-100...2770","Dataset_2","2_0.8",1,"X40.1-100",20,"X40.1",100
"random_1-100...2771","Dataset_2","2_0.8",0.0397736281250088,"random_1-100",19,"random_1",100
"random_2-100...2772","Dataset_2","2_0.8",0.0384962197076297,"random_2-100",37,"random_2",100
"sc3-00...2773","Dataset_2","3_0.8",0.953560937828442,"sc3-00",40,"sc3",0
"X40-00...2774","Dataset_2","3_0.8",0.767101138122829,"X40-00",40,"X40",0
"X40.1-00...2775","Dataset_2","3_0.8",0.771602217991967,"X40.1-00",40,"X40.1",0
"random_1-00...2776","Dataset_2","3_0.8",0.0276232290924701,"random_1-00",45,"random_1",0
"random_2-00...2777","Dataset_2","3_0.8",0.0367830944585795,"random_2-00",35,"random_2",0
"random_3-00...2778","Dataset_2","3_0.8",0.0286090298820442,"random_3-00",45,"random_3",0
"sc3-05...2779","Dataset_2","3_0.8",0.953560937828442,"sc3-05",40,"sc3",5
"X40-05...2780","Dataset_2","3_0.8",0.767101138122829,"X40-05",40,"X40",5
"X40.1-05...2781","Dataset_2","3_0.8",0.794347076364039,"X40.1-05",39,"X40.1",5
"random_1-05...2782","Dataset_2","3_0.8",0.0285341925165211,"random_1-05",44,"random_1",5
"random_2-05...2783","Dataset_2","3_0.8",0.0367830944585795,"random_2-05",35,"random_2",5
"random_3-05...2784","Dataset_2","3_0.8",0.0292543476790408,"random_3-05",44,"random_3",5
"sc3-10...2785","Dataset_2","3_0.8",0.953560937828442,"sc3-10",40,"sc3",10
"X40-10...2786","Dataset_2","3_0.8",0.786684358269168,"X40-10",39,"X40",10
"X40.1-10...2787","Dataset_2","3_0.8",0.831463794781503,"X40.1-10",37,"X40.1",10
"random_1-10...2788","Dataset_2","3_0.8",0.0287676786046949,"random_1-10",43,"random_1",10
"random_2-10...2789","Dataset_2","3_0.8",0.0367830944585795,"random_2-10",35,"random_2",10
"random_3-10...2790","Dataset_2","3_0.8",0.0292543476790408,"random_3-10",44,"random_3",10
"sc3-15...2791","Dataset_2","3_0.8",0.953560937828442,"sc3-15",40,"sc3",15
"X40-15...2792","Dataset_2","3_0.8",0.820840376501872,"X40-15",37,"X40",15
"X40.1-15...2793","Dataset_2","3_0.8",0.84774052074839,"X40.1-15",36,"X40.1",15
"random_1-15...2794","Dataset_2","3_0.8",0.0287676786046949,"random_1-15",43,"random_1",15
"random_2-15...2795","Dataset_2","3_0.8",0.0367830944585795,"random_2-15",35,"random_2",15
"random_3-15...2796","Dataset_2","3_0.8",0.0294706752322369,"random_3-15",43,"random_3",15
"sc3-20...2797","Dataset_2","3_0.8",0.953560937828442,"sc3-20",40,"sc3",20
"X40-20...2798","Dataset_2","3_0.8",0.841747345875148,"X40-20",36,"X40",20
"X40.1-20...2799","Dataset_2","3_0.8",0.84774052074839,"X40.1-20",36,"X40.1",20
"random_1-20...2800","Dataset_2","3_0.8",0.0287676786046949,"random_1-20",43,"random_1",20
"random_2-20...2801","Dataset_2","3_0.8",0.0367830944585795,"random_2-20",35,"random_2",20
"random_3-20...2802","Dataset_2","3_0.8",0.0309835577001198,"random_3-20",41,"random_3",20
"sc3-25...2803","Dataset_2","3_0.8",0.953560937828442,"sc3-25",40,"sc3",25
"X40-25...2804","Dataset_2","3_0.8",0.859464858521906,"X40-25",35,"X40",25
"X40.1-25...2805","Dataset_2","3_0.8",0.88467525777537,"X40.1-25",34,"X40.1",25
"random_1-25...2806","Dataset_2","3_0.8",0.0287676786046949,"random_1-25",43,"random_1",25
"random_2-25...2807","Dataset_2","3_0.8",0.0367830944585795,"random_2-25",35,"random_2",25
"random_3-25...2808","Dataset_2","3_0.8",0.0316314917631844,"random_3-25",40,"random_3",25
"sc3-30...2809","Dataset_2","3_0.8",0.953560937828442,"sc3-30",40,"sc3",30
"X40-30...2810","Dataset_2","3_0.8",0.874534205112338,"X40-30",34,"X40",30
"X40.1-30...2811","Dataset_2","3_0.8",0.91338121555817,"X40.1-30",32,"X40.1",30
"random_1-30...2812","Dataset_2","3_0.8",0.0297247765151691,"random_1-30",42,"random_1",30
"random_2-30...2813","Dataset_2","3_0.8",0.0367830944585795,"random_2-30",35,"random_2",30
"random_3-30...2814","Dataset_2","3_0.8",0.0316314917631844,"random_3-30",40,"random_3",30
"sc3-35...2815","Dataset_2","3_0.8",0.953560937828442,"sc3-35",40,"sc3",35
"X40-35...2816","Dataset_2","3_0.8",0.907185376400352,"X40-35",32,"X40",35
"X40.1-35...2817","Dataset_2","3_0.8",0.926878519021682,"X40.1-35",31,"X40.1",35
"random_1-35...2818","Dataset_2","3_0.8",0.0300120640875309,"random_1-35",41,"random_1",35
